State,make,model,index
WY,AUDI,A7,0
AK,AUDI,A8,0
AL,AUDI,A8,0
AR,AUDI,A8,0
AZ,AUDI,A8,0
CA,AUDI,A8,0
CO,AUDI,A8,0
CT,AUDI,A8,0
DC,AUDI,A8,0
DE,AUDI,A8,0
FL,AUDI,A8,0
GA,AUDI,A8,0
HI,AUDI,A8,0
IA,AUDI,A8,0
ID,AUDI,A8,0
IL,AUDI,A8,0
IN,AUDI,A8,0
KS,AUDI,A8,0
KY,AUDI,A8,0
LA,AUDI,A8,0
MA,AUDI,A8,0
MD,AUDI,A8,0
ME,AUDI,A8,0
MI,AUDI,A8,0
MN,AUDI,A8,0
MO,AUDI,A8,0
MS,AUDI,A8,0
MT,AUDI,A8,0
NC,AUDI,A8,0
ND,AUDI,A8,0
NE,AUDI,A8,0
NH,AUDI,A8,0
NJ,AUDI,A8,0
NM,AUDI,A8,0
NV,AUDI,A8,0
NY,AUDI,A8,0
OH,AUDI,A8,0
OK,AUDI,A8,0
OR,AUDI,A8,0
PA,AUDI,A8,0
RI,AUDI,A8,0
SC,AUDI,A8,0
SD,AUDI,A8,0
TN,AUDI,A8,0
TX,AUDI,A8,0
UT,AUDI,A8,0
VA,AUDI,A8,0
VT,AUDI,A8,0
WA,AUDI,A8,0
WI,AUDI,A8,0
WV,AUDI,A8,0
WY,AUDI,A8,0
AK,GMC,ACADIA,0
AL,GMC,ACADIA,0
AR,GMC,ACADIA,0
AZ,GMC,ACADIA,0
CA,GMC,ACADIA,0.23
CO,GMC,ACADIA,0.14
CT,GMC,ACADIA,11.44
DC,GMC,ACADIA,0.13
DE,GMC,ACADIA,0
FL,GMC,ACADIA,0.44
GA,GMC,ACADIA,1.94
HI,GMC,ACADIA,0
IA,GMC,ACADIA,0
ID,GMC,ACADIA,0.4
IL,GMC,ACADIA,0.51
IN,GMC,ACADIA,0
KS,GMC,ACADIA,0
KY,GMC,ACADIA,0
LA,GMC,ACADIA,0.62
MA,GMC,ACADIA,0
MD,GMC,ACADIA,0.21
ME,GMC,ACADIA,0.29
MI,GMC,ACADIA,0.69
MN,GMC,ACADIA,0.88
MO,GMC,ACADIA,0.51
MS,GMC,ACADIA,0.75
MT,GMC,ACADIA,0.39
NC,GMC,ACADIA,0.79
ND,GMC,ACADIA,0
NE,GMC,ACADIA,4.54
NH,GMC,ACADIA,0.23
NJ,GMC,ACADIA,0
NM,GMC,ACADIA,0.33
NV,GMC,ACADIA,0
NY,GMC,ACADIA,1.06
OH,GMC,ACADIA,1.04
OK,GMC,ACADIA,0.94
OR,GMC,ACADIA,0
PA,GMC,ACADIA,0.24
RI,GMC,ACADIA,0
SC,GMC,ACADIA,0.16
SD,GMC,ACADIA,7.4
TN,GMC,ACADIA,0
TX,GMC,ACADIA,0.36
UT,GMC,ACADIA,0.9
VA,GMC,ACADIA,0
VT,GMC,ACADIA,0.34
WA,GMC,ACADIA,0
WI,GMC,ACADIA,0.18
WV,GMC,ACADIA,0.99
WY,GMC,ACADIA,0.71
AK,HYUNDAI,ACCENT,0
AL,HYUNDAI,ACCENT,0
AR,HYUNDAI,ACCENT,0
AZ,HYUNDAI,ACCENT,0
CA,HYUNDAI,ACCENT,1.74
CO,HYUNDAI,ACCENT,0
CT,HYUNDAI,ACCENT,0
DC,HYUNDAI,ACCENT,0
DE,HYUNDAI,ACCENT,0
FL,HYUNDAI,ACCENT,2.75
GA,HYUNDAI,ACCENT,2.63
HI,HYUNDAI,ACCENT,0
IA,HYUNDAI,ACCENT,0
ID,HYUNDAI,ACCENT,0.74
IL,HYUNDAI,ACCENT,2.31
IN,HYUNDAI,ACCENT,0
KS,HYUNDAI,ACCENT,0
KY,HYUNDAI,ACCENT,0
LA,HYUNDAI,ACCENT,0.84
MA,HYUNDAI,ACCENT,0
MD,HYUNDAI,ACCENT,4.48
ME,HYUNDAI,ACCENT,0
MI,HYUNDAI,ACCENT,0
MN,HYUNDAI,ACCENT,0
MO,HYUNDAI,ACCENT,0
MS,HYUNDAI,ACCENT,0
MT,HYUNDAI,ACCENT,0
NC,HYUNDAI,ACCENT,0
ND,HYUNDAI,ACCENT,10
NE,HYUNDAI,ACCENT,0
NH,HYUNDAI,ACCENT,4.3
NJ,HYUNDAI,ACCENT,0
NM,HYUNDAI,ACCENT,2.4
NV,HYUNDAI,ACCENT,2.14
NY,HYUNDAI,ACCENT,0
OH,HYUNDAI,ACCENT,0
OK,HYUNDAI,ACCENT,0
OR,HYUNDAI,ACCENT,0
PA,HYUNDAI,ACCENT,2.4
RI,HYUNDAI,ACCENT,0
SC,HYUNDAI,ACCENT,0
SD,HYUNDAI,ACCENT,0
TN,HYUNDAI,ACCENT,0
TX,HYUNDAI,ACCENT,2.6
UT,HYUNDAI,ACCENT,0
VA,HYUNDAI,ACCENT,0
VT,HYUNDAI,ACCENT,0
WA,HYUNDAI,ACCENT,2.88
WI,HYUNDAI,ACCENT,1.72
WV,HYUNDAI,ACCENT,0
WY,HYUNDAI,ACCENT,0
AK,HONDA,ACCORD,0
AL,HONDA,ACCORD,0
AR,HONDA,ACCORD,3.6
AZ,HONDA,ACCORD,0.79
CA,HONDA,ACCORD,3.13
CO,HONDA,ACCORD,2.15
CT,HONDA,ACCORD,3.9
DC,HONDA,ACCORD,0
DE,HONDA,ACCORD,9.43
FL,HONDA,ACCORD,1.24
GA,HONDA,ACCORD,1.51
HI,HONDA,ACCORD,0
IA,HONDA,ACCORD,1.53
ID,HONDA,ACCORD,2.49
IL,HONDA,ACCORD,0.68
IN,HONDA,ACCORD,3.83
KS,HONDA,ACCORD,2.72
KY,HONDA,ACCORD,0
LA,HONDA,ACCORD,3.01
MA,HONDA,ACCORD,0
MD,HONDA,ACCORD,2.53
ME,HONDA,ACCORD,4.62
MI,HONDA,ACCORD,1.27
MN,HONDA,ACCORD,0
MO,HONDA,ACCORD,1.53
MS,HONDA,ACCORD,0.33
MT,HONDA,ACCORD,0
NC,HONDA,ACCORD,4.37
ND,HONDA,ACCORD,0.44
NE,HONDA,ACCORD,0
NH,HONDA,ACCORD,2.22
NJ,HONDA,ACCORD,3.35
NM,HONDA,ACCORD,1.1
NV,HONDA,ACCORD,2.1
NY,HONDA,ACCORD,11.33
OH,HONDA,ACCORD,3.75
OK,HONDA,ACCORD,0.33
OR,HONDA,ACCORD,2.11
PA,HONDA,ACCORD,2.66
RI,HONDA,ACCORD,0
SC,HONDA,ACCORD,2.62
SD,HONDA,ACCORD,3.74
TN,HONDA,ACCORD,3.69
TX,HONDA,ACCORD,2.32
UT,HONDA,ACCORD,3.41
VA,HONDA,ACCORD,0
VT,HONDA,ACCORD,1.92
WA,HONDA,ACCORD,1.29
WI,HONDA,ACCORD,0
WV,HONDA,ACCORD,1.41
WY,HONDA,ACCORD,13
AK,HONDA,ACCORD CROSSTOUR,0
AL,HONDA,ACCORD CROSSTOUR,0
AR,HONDA,ACCORD CROSSTOUR,0
AZ,HONDA,ACCORD CROSSTOUR,0
CA,HONDA,ACCORD CROSSTOUR,0.04
CO,HONDA,ACCORD CROSSTOUR,0
CT,HONDA,ACCORD CROSSTOUR,0
DC,HONDA,ACCORD CROSSTOUR,0
DE,HONDA,ACCORD CROSSTOUR,0
FL,HONDA,ACCORD CROSSTOUR,2.12
GA,HONDA,ACCORD CROSSTOUR,0
HI,HONDA,ACCORD CROSSTOUR,0
IA,HONDA,ACCORD CROSSTOUR,0
ID,HONDA,ACCORD CROSSTOUR,0
IL,HONDA,ACCORD CROSSTOUR,0
IN,HONDA,ACCORD CROSSTOUR,0
KS,HONDA,ACCORD CROSSTOUR,0
KY,HONDA,ACCORD CROSSTOUR,0
LA,HONDA,ACCORD CROSSTOUR,0
MA,HONDA,ACCORD CROSSTOUR,0
MD,HONDA,ACCORD CROSSTOUR,0
ME,HONDA,ACCORD CROSSTOUR,0
MI,HONDA,ACCORD CROSSTOUR,0
MN,HONDA,ACCORD CROSSTOUR,0
MO,HONDA,ACCORD CROSSTOUR,0
MS,HONDA,ACCORD CROSSTOUR,0
MT,HONDA,ACCORD CROSSTOUR,0
NC,HONDA,ACCORD CROSSTOUR,0
ND,HONDA,ACCORD CROSSTOUR,0
NE,HONDA,ACCORD CROSSTOUR,0
NH,HONDA,ACCORD CROSSTOUR,0
NJ,HONDA,ACCORD CROSSTOUR,0
NM,HONDA,ACCORD CROSSTOUR,0.08
NV,HONDA,ACCORD CROSSTOUR,0
NY,HONDA,ACCORD CROSSTOUR,0
OH,HONDA,ACCORD CROSSTOUR,0
OK,HONDA,ACCORD CROSSTOUR,0
OR,HONDA,ACCORD CROSSTOUR,0
PA,HONDA,ACCORD CROSSTOUR,0
RI,HONDA,ACCORD CROSSTOUR,0
SC,HONDA,ACCORD CROSSTOUR,0
SD,HONDA,ACCORD CROSSTOUR,0
TN,HONDA,ACCORD CROSSTOUR,0
TX,HONDA,ACCORD CROSSTOUR,0.06
UT,HONDA,ACCORD CROSSTOUR,0
VA,HONDA,ACCORD CROSSTOUR,0
VT,HONDA,ACCORD CROSSTOUR,0
WA,HONDA,ACCORD CROSSTOUR,0
WI,HONDA,ACCORD CROSSTOUR,0
WV,HONDA,ACCORD CROSSTOUR,0
WY,HONDA,ACCORD CROSSTOUR,0
AK,AUDI,ALLROAD QUATTRO,0
AL,AUDI,ALLROAD QUATTRO,0
AR,AUDI,ALLROAD QUATTRO,0
AZ,AUDI,ALLROAD QUATTRO,0
CA,AUDI,ALLROAD QUATTRO,0
CO,AUDI,ALLROAD QUATTRO,0
CT,AUDI,ALLROAD QUATTRO,0
DC,AUDI,ALLROAD QUATTRO,0
DE,AUDI,ALLROAD QUATTRO,0
FL,AUDI,ALLROAD QUATTRO,0
GA,AUDI,ALLROAD QUATTRO,0
HI,AUDI,ALLROAD QUATTRO,0
IA,AUDI,ALLROAD QUATTRO,0
ID,AUDI,ALLROAD QUATTRO,0
IL,AUDI,ALLROAD QUATTRO,0
IN,AUDI,ALLROAD QUATTRO,0
KS,AUDI,ALLROAD QUATTRO,0
KY,AUDI,ALLROAD QUATTRO,0
LA,AUDI,ALLROAD QUATTRO,0
MA,AUDI,ALLROAD QUATTRO,0
MD,AUDI,ALLROAD QUATTRO,0
ME,AUDI,ALLROAD QUATTRO,3.71
MI,AUDI,ALLROAD QUATTRO,0
MN,AUDI,ALLROAD QUATTRO,0
MO,AUDI,ALLROAD QUATTRO,0
MS,AUDI,ALLROAD QUATTRO,0
MT,AUDI,ALLROAD QUATTRO,0
NC,AUDI,ALLROAD QUATTRO,0
ND,AUDI,ALLROAD QUATTRO,0
NE,AUDI,ALLROAD QUATTRO,0
NH,AUDI,ALLROAD QUATTRO,0
NJ,AUDI,ALLROAD QUATTRO,0
NM,AUDI,ALLROAD QUATTRO,0
NV,AUDI,ALLROAD QUATTRO,0
NY,AUDI,ALLROAD QUATTRO,0
OH,AUDI,ALLROAD QUATTRO,0
OK,AUDI,ALLROAD QUATTRO,0
OR,AUDI,ALLROAD QUATTRO,23
PA,AUDI,ALLROAD QUATTRO,0
RI,AUDI,ALLROAD QUATTRO,0
SC,AUDI,ALLROAD QUATTRO,0
SD,AUDI,ALLROAD QUATTRO,0
TN,AUDI,ALLROAD QUATTRO,0
TX,AUDI,ALLROAD QUATTRO,0
UT,AUDI,ALLROAD QUATTRO,0
VA,AUDI,ALLROAD QUATTRO,0
VT,AUDI,ALLROAD QUATTRO,0
WA,AUDI,ALLROAD QUATTRO,0
WI,AUDI,ALLROAD QUATTRO,0
WV,AUDI,ALLROAD QUATTRO,0
WY,AUDI,ALLROAD QUATTRO,0
AK,NISSAN,ALTIMA,0
AL,NISSAN,ALTIMA,0
AR,NISSAN,ALTIMA,2.84
AZ,NISSAN,ALTIMA,3.33
CA,NISSAN,ALTIMA,0.86
CO,NISSAN,ALTIMA,2.62
CT,NISSAN,ALTIMA,4.93
DC,NISSAN,ALTIMA,2.78
DE,NISSAN,ALTIMA,0
FL,NISSAN,ALTIMA,1.67
GA,NISSAN,ALTIMA,0.87
HI,NISSAN,ALTIMA,0
IA,NISSAN,ALTIMA,3.58
ID,NISSAN,ALTIMA,2.39
IL,NISSAN,ALTIMA,1.62
IN,NISSAN,ALTIMA,2.02
KS,NISSAN,ALTIMA,1.19
KY,NISSAN,ALTIMA,0.51
LA,NISSAN,ALTIMA,2.68
MA,NISSAN,ALTIMA,0
MD,NISSAN,ALTIMA,2.07
ME,NISSAN,ALTIMA,2.09
MI,NISSAN,ALTIMA,0.76
MN,NISSAN,ALTIMA,0
MO,NISSAN,ALTIMA,2.42
MS,NISSAN,ALTIMA,0.3
MT,NISSAN,ALTIMA,0
NC,NISSAN,ALTIMA,3.89
ND,NISSAN,ALTIMA,0
NE,NISSAN,ALTIMA,5.54
NH,NISSAN,ALTIMA,3.79
NJ,NISSAN,ALTIMA,3.03
NM,NISSAN,ALTIMA,5.92
NV,NISSAN,ALTIMA,1.59
NY,NISSAN,ALTIMA,0
OH,NISSAN,ALTIMA,1.79
OK,NISSAN,ALTIMA,0.46
OR,NISSAN,ALTIMA,0.77
PA,NISSAN,ALTIMA,2.83
RI,NISSAN,ALTIMA,0
SC,NISSAN,ALTIMA,2.65
SD,NISSAN,ALTIMA,0
TN,NISSAN,ALTIMA,2.06
TX,NISSAN,ALTIMA,2.74
UT,NISSAN,ALTIMA,0.84
VA,NISSAN,ALTIMA,0
VT,NISSAN,ALTIMA,3.03
WA,NISSAN,ALTIMA,1.61
WI,NISSAN,ALTIMA,10.1
WV,NISSAN,ALTIMA,5.31
WY,NISSAN,ALTIMA,0
AK,NISSAN,ARMADA,0
AL,NISSAN,ARMADA,0
AR,NISSAN,ARMADA,0
AZ,NISSAN,ARMADA,0
CA,NISSAN,ARMADA,0.08
CO,NISSAN,ARMADA,0
CT,NISSAN,ARMADA,0
DC,NISSAN,ARMADA,0
DE,NISSAN,ARMADA,0
FL,NISSAN,ARMADA,0
GA,NISSAN,ARMADA,0
HI,NISSAN,ARMADA,0
IA,NISSAN,ARMADA,0
ID,NISSAN,ARMADA,0.5
IL,NISSAN,ARMADA,0
IN,NISSAN,ARMADA,0
KS,NISSAN,ARMADA,0
KY,NISSAN,ARMADA,0
LA,NISSAN,ARMADA,0
MA,NISSAN,ARMADA,0
MD,NISSAN,ARMADA,0
ME,NISSAN,ARMADA,0
MI,NISSAN,ARMADA,0
MN,NISSAN,ARMADA,0
MO,NISSAN,ARMADA,0
MS,NISSAN,ARMADA,0
MT,NISSAN,ARMADA,0
NC,NISSAN,ARMADA,0.21
ND,NISSAN,ARMADA,0
NE,NISSAN,ARMADA,0
NH,NISSAN,ARMADA,0
NJ,NISSAN,ARMADA,0
NM,NISSAN,ARMADA,0
NV,NISSAN,ARMADA,0
NY,NISSAN,ARMADA,0
OH,NISSAN,ARMADA,0
OK,NISSAN,ARMADA,0
OR,NISSAN,ARMADA,0
PA,NISSAN,ARMADA,0
RI,NISSAN,ARMADA,0
SC,NISSAN,ARMADA,0
SD,NISSAN,ARMADA,0
TN,NISSAN,ARMADA,0
TX,NISSAN,ARMADA,0.34
UT,NISSAN,ARMADA,0
VA,NISSAN,ARMADA,0
VT,NISSAN,ARMADA,0
WA,NISSAN,ARMADA,0
WI,NISSAN,ARMADA,0
WV,NISSAN,ARMADA,0
WY,NISSAN,ARMADA,0
AK,CADILLAC,ATS,0
AL,CADILLAC,ATS,0
AR,CADILLAC,ATS,0
AZ,CADILLAC,ATS,0
CA,CADILLAC,ATS,0
CO,CADILLAC,ATS,0
CT,CADILLAC,ATS,0
DC,CADILLAC,ATS,0
DE,CADILLAC,ATS,0
FL,CADILLAC,ATS,0.08
GA,CADILLAC,ATS,0
HI,CADILLAC,ATS,0
IA,CADILLAC,ATS,0
ID,CADILLAC,ATS,0
IL,CADILLAC,ATS,0.3
IN,CADILLAC,ATS,0
KS,CADILLAC,ATS,0
KY,CADILLAC,ATS,0
LA,CADILLAC,ATS,0
MA,CADILLAC,ATS,0
MD,CADILLAC,ATS,0
ME,CADILLAC,ATS,0
MI,CADILLAC,ATS,3.19
MN,CADILLAC,ATS,0
MO,CADILLAC,ATS,0
MS,CADILLAC,ATS,0
MT,CADILLAC,ATS,0
NC,CADILLAC,ATS,0
ND,CADILLAC,ATS,0
NE,CADILLAC,ATS,0
NH,CADILLAC,ATS,0.26
NJ,CADILLAC,ATS,0
NM,CADILLAC,ATS,0.65
NV,CADILLAC,ATS,0
NY,CADILLAC,ATS,0
OH,CADILLAC,ATS,0
OK,CADILLAC,ATS,0
OR,CADILLAC,ATS,0
PA,CADILLAC,ATS,0
RI,CADILLAC,ATS,0
SC,CADILLAC,ATS,0
SD,CADILLAC,ATS,0
TN,CADILLAC,ATS,0
TX,CADILLAC,ATS,0.58
UT,CADILLAC,ATS,0
VA,CADILLAC,ATS,0
VT,CADILLAC,ATS,0
WA,CADILLAC,ATS,0
WI,CADILLAC,ATS,0
WV,CADILLAC,ATS,0
WY,CADILLAC,ATS,0
AK,TOYOTA,AVALON,0
AL,TOYOTA,AVALON,0
AR,TOYOTA,AVALON,0.36
AZ,TOYOTA,AVALON,0.69
CA,TOYOTA,AVALON,0.46
CO,TOYOTA,AVALON,0.06
CT,TOYOTA,AVALON,0
DC,TOYOTA,AVALON,0
DE,TOYOTA,AVALON,0.13
FL,TOYOTA,AVALON,0.66
GA,TOYOTA,AVALON,0.19
HI,TOYOTA,AVALON,0
IA,TOYOTA,AVALON,0.42
ID,TOYOTA,AVALON,0.1
IL,TOYOTA,AVALON,0.46
IN,TOYOTA,AVALON,0.34
KS,TOYOTA,AVALON,0.45
KY,TOYOTA,AVALON,1.26
LA,TOYOTA,AVALON,0.19
MA,TOYOTA,AVALON,0
MD,TOYOTA,AVALON,0.32
ME,TOYOTA,AVALON,0.12
MI,TOYOTA,AVALON,0.14
MN,TOYOTA,AVALON,0.34
MO,TOYOTA,AVALON,0.28
MS,TOYOTA,AVALON,0.79
MT,TOYOTA,AVALON,0
NC,TOYOTA,AVALON,0
ND,TOYOTA,AVALON,0
NE,TOYOTA,AVALON,0.28
NH,TOYOTA,AVALON,0.2
NJ,TOYOTA,AVALON,0.3
NM,TOYOTA,AVALON,0.16
NV,TOYOTA,AVALON,0.44
NY,TOYOTA,AVALON,0
OH,TOYOTA,AVALON,0.21
OK,TOYOTA,AVALON,0.44
OR,TOYOTA,AVALON,0.28
PA,TOYOTA,AVALON,0.3
RI,TOYOTA,AVALON,0
SC,TOYOTA,AVALON,0.54
SD,TOYOTA,AVALON,0
TN,TOYOTA,AVALON,0.41
TX,TOYOTA,AVALON,0.26
UT,TOYOTA,AVALON,0.04
VA,TOYOTA,AVALON,0
VT,TOYOTA,AVALON,0.27
WA,TOYOTA,AVALON,0.25
WI,TOYOTA,AVALON,0
WV,TOYOTA,AVALON,0.19
WY,TOYOTA,AVALON,0
AK,DODGE,AVENGER,0
AL,DODGE,AVENGER,0
AR,DODGE,AVENGER,0
AZ,DODGE,AVENGER,0
CA,DODGE,AVENGER,0
CO,DODGE,AVENGER,0
CT,DODGE,AVENGER,0
DC,DODGE,AVENGER,0
DE,DODGE,AVENGER,0
FL,DODGE,AVENGER,0
GA,DODGE,AVENGER,0
HI,DODGE,AVENGER,0
IA,DODGE,AVENGER,0
ID,DODGE,AVENGER,0
IL,DODGE,AVENGER,0
IN,DODGE,AVENGER,0
KS,DODGE,AVENGER,0
KY,DODGE,AVENGER,0
LA,DODGE,AVENGER,0
MA,DODGE,AVENGER,0
MD,DODGE,AVENGER,0
ME,DODGE,AVENGER,0
MI,DODGE,AVENGER,0
MN,DODGE,AVENGER,0
MO,DODGE,AVENGER,0
MS,DODGE,AVENGER,0
MT,DODGE,AVENGER,0
NC,DODGE,AVENGER,0
ND,DODGE,AVENGER,0
NE,DODGE,AVENGER,0
NH,DODGE,AVENGER,0
NJ,DODGE,AVENGER,0
NM,DODGE,AVENGER,0
NV,DODGE,AVENGER,0
NY,DODGE,AVENGER,0
OH,DODGE,AVENGER,0
OK,DODGE,AVENGER,0
OR,DODGE,AVENGER,0
PA,DODGE,AVENGER,0
RI,DODGE,AVENGER,0
SC,DODGE,AVENGER,0
SD,DODGE,AVENGER,0
TN,DODGE,AVENGER,0
TX,DODGE,AVENGER,0
UT,DODGE,AVENGER,0
VA,DODGE,AVENGER,0
VT,DODGE,AVENGER,0
WA,DODGE,AVENGER,0
WI,DODGE,AVENGER,0
WV,DODGE,AVENGER,0
WY,DODGE,AVENGER,0
AK,HYUNDAI,AZERA,0
AL,HYUNDAI,AZERA,0
AR,HYUNDAI,AZERA,0
AZ,HYUNDAI,AZERA,0
CA,HYUNDAI,AZERA,0
CO,HYUNDAI,AZERA,0
CT,HYUNDAI,AZERA,0
DC,HYUNDAI,AZERA,0
DE,HYUNDAI,AZERA,0
FL,HYUNDAI,AZERA,0
GA,HYUNDAI,AZERA,0
HI,HYUNDAI,AZERA,0
IA,HYUNDAI,AZERA,0
ID,HYUNDAI,AZERA,0
IL,HYUNDAI,AZERA,0
IN,HYUNDAI,AZERA,0
KS,HYUNDAI,AZERA,0
KY,HYUNDAI,AZERA,0
LA,HYUNDAI,AZERA,0
MA,HYUNDAI,AZERA,0
MD,HYUNDAI,AZERA,0
ME,HYUNDAI,AZERA,0
MI,HYUNDAI,AZERA,0
MN,HYUNDAI,AZERA,0
MO,HYUNDAI,AZERA,0
MS,HYUNDAI,AZERA,0
MT,HYUNDAI,AZERA,0
NC,HYUNDAI,AZERA,0
ND,HYUNDAI,AZERA,0
NE,HYUNDAI,AZERA,0
NH,HYUNDAI,AZERA,0
NJ,HYUNDAI,AZERA,0
NM,HYUNDAI,AZERA,0
NV,HYUNDAI,AZERA,0
NY,HYUNDAI,AZERA,0
OH,HYUNDAI,AZERA,0
OK,HYUNDAI,AZERA,0
OR,HYUNDAI,AZERA,0
PA,HYUNDAI,AZERA,0
RI,HYUNDAI,AZERA,0
SC,HYUNDAI,AZERA,0
SD,HYUNDAI,AZERA,0
TN,HYUNDAI,AZERA,0
TX,HYUNDAI,AZERA,0
UT,HYUNDAI,AZERA,0
VA,HYUNDAI,AZERA,0
VT,HYUNDAI,AZERA,0
WA,HYUNDAI,AZERA,0
WI,HYUNDAI,AZERA,0
WV,HYUNDAI,AZERA,0
WY,HYUNDAI,AZERA,0
AK,MERCEDES-BENZ,B-CLASS,0
AL,MERCEDES-BENZ,B-CLASS,0
AR,MERCEDES-BENZ,B-CLASS,0
AZ,MERCEDES-BENZ,B-CLASS,0
CA,MERCEDES-BENZ,B-CLASS,0
CO,MERCEDES-BENZ,B-CLASS,0
CT,MERCEDES-BENZ,B-CLASS,0
DC,MERCEDES-BENZ,B-CLASS,0
DE,MERCEDES-BENZ,B-CLASS,0
FL,MERCEDES-BENZ,B-CLASS,0
GA,MERCEDES-BENZ,B-CLASS,0
HI,MERCEDES-BENZ,B-CLASS,0
IA,MERCEDES-BENZ,B-CLASS,0
ID,MERCEDES-BENZ,B-CLASS,0
IL,MERCEDES-BENZ,B-CLASS,0
IN,MERCEDES-BENZ,B-CLASS,0
KS,MERCEDES-BENZ,B-CLASS,0
KY,MERCEDES-BENZ,B-CLASS,0
LA,MERCEDES-BENZ,B-CLASS,0
MA,MERCEDES-BENZ,B-CLASS,0
MD,MERCEDES-BENZ,B-CLASS,0
ME,MERCEDES-BENZ,B-CLASS,0
MI,MERCEDES-BENZ,B-CLASS,0
MN,MERCEDES-BENZ,B-CLASS,0
MO,MERCEDES-BENZ,B-CLASS,0
MS,MERCEDES-BENZ,B-CLASS,0
MT,MERCEDES-BENZ,B-CLASS,0
NC,MERCEDES-BENZ,B-CLASS,0
ND,MERCEDES-BENZ,B-CLASS,0
NE,MERCEDES-BENZ,B-CLASS,0
NH,MERCEDES-BENZ,B-CLASS,0
NJ,MERCEDES-BENZ,B-CLASS,0
NM,MERCEDES-BENZ,B-CLASS,0
NV,MERCEDES-BENZ,B-CLASS,0
NY,MERCEDES-BENZ,B-CLASS,0
OH,MERCEDES-BENZ,B-CLASS,0
OK,MERCEDES-BENZ,B-CLASS,0
OR,MERCEDES-BENZ,B-CLASS,0
PA,MERCEDES-BENZ,B-CLASS,0
RI,MERCEDES-BENZ,B-CLASS,0
SC,MERCEDES-BENZ,B-CLASS,0
SD,MERCEDES-BENZ,B-CLASS,0
TN,MERCEDES-BENZ,B-CLASS,0
TX,MERCEDES-BENZ,B-CLASS,0
UT,MERCEDES-BENZ,B-CLASS,0
VA,MERCEDES-BENZ,B-CLASS,0
VT,MERCEDES-BENZ,B-CLASS,0
WA,MERCEDES-BENZ,B-CLASS,0
WI,MERCEDES-BENZ,B-CLASS,0
WV,MERCEDES-BENZ,B-CLASS,0
WY,MERCEDES-BENZ,B-CLASS,0
AK,PORSCHE,BOXSTER,0
AL,PORSCHE,BOXSTER,0
AR,PORSCHE,BOXSTER,0
AZ,PORSCHE,BOXSTER,0
CA,PORSCHE,BOXSTER,0
CO,PORSCHE,BOXSTER,0
CT,PORSCHE,BOXSTER,0
DC,PORSCHE,BOXSTER,0
DE,PORSCHE,BOXSTER,0
FL,PORSCHE,BOXSTER,0
GA,PORSCHE,BOXSTER,0
HI,PORSCHE,BOXSTER,0
IA,PORSCHE,BOXSTER,0
ID,PORSCHE,BOXSTER,0
IL,PORSCHE,BOXSTER,0
IN,PORSCHE,BOXSTER,0
KS,PORSCHE,BOXSTER,0
KY,PORSCHE,BOXSTER,0
LA,PORSCHE,BOXSTER,0
MA,PORSCHE,BOXSTER,0
MD,PORSCHE,BOXSTER,0
ME,PORSCHE,BOXSTER,0
MI,PORSCHE,BOXSTER,0
MN,PORSCHE,BOXSTER,0
MO,PORSCHE,BOXSTER,0
MS,PORSCHE,BOXSTER,0
MT,PORSCHE,BOXSTER,0
NC,PORSCHE,BOXSTER,0
ND,PORSCHE,BOXSTER,0
NE,PORSCHE,BOXSTER,0
NH,PORSCHE,BOXSTER,6
NJ,PORSCHE,BOXSTER,0
NM,PORSCHE,BOXSTER,0
NV,PORSCHE,BOXSTER,0
NY,PORSCHE,BOXSTER,0
OH,PORSCHE,BOXSTER,0
OK,PORSCHE,BOXSTER,0
OR,PORSCHE,BOXSTER,0
PA,PORSCHE,BOXSTER,0
RI,PORSCHE,BOXSTER,0
SC,PORSCHE,BOXSTER,0
SD,PORSCHE,BOXSTER,0
TN,PORSCHE,BOXSTER,0
TX,PORSCHE,BOXSTER,0
UT,PORSCHE,BOXSTER,0
VA,PORSCHE,BOXSTER,0
VT,PORSCHE,BOXSTER,0
WA,PORSCHE,BOXSTER,0
WI,PORSCHE,BOXSTER,0
WV,PORSCHE,BOXSTER,0
WY,PORSCHE,BOXSTER,0
AK,SUBARU,BRZ,0
AL,SUBARU,BRZ,0
AR,SUBARU,BRZ,0
AZ,SUBARU,BRZ,0
CA,SUBARU,BRZ,0.49
CO,SUBARU,BRZ,0
CT,SUBARU,BRZ,0
DC,SUBARU,BRZ,0
DE,SUBARU,BRZ,0
FL,SUBARU,BRZ,0
GA,SUBARU,BRZ,0
HI,SUBARU,BRZ,0
IA,SUBARU,BRZ,0
ID,SUBARU,BRZ,0
IL,SUBARU,BRZ,0
IN,SUBARU,BRZ,0
KS,SUBARU,BRZ,0
KY,SUBARU,BRZ,0
LA,SUBARU,BRZ,0
MA,SUBARU,BRZ,0
MD,SUBARU,BRZ,0
ME,SUBARU,BRZ,0
MI,SUBARU,BRZ,0
MN,SUBARU,BRZ,0
MO,SUBARU,BRZ,0
MS,SUBARU,BRZ,0
MT,SUBARU,BRZ,0
NC,SUBARU,BRZ,0
ND,SUBARU,BRZ,0
NE,SUBARU,BRZ,0
NH,SUBARU,BRZ,0
NJ,SUBARU,BRZ,0
NM,SUBARU,BRZ,0
NV,SUBARU,BRZ,0
NY,SUBARU,BRZ,0
OH,SUBARU,BRZ,0
OK,SUBARU,BRZ,0
